2022-01-30 11:37:54,385 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@1a968a59: startup date [Sun Jan 30 11:37:54 UTC 2022]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2022-01-30 11:37:55,333 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2022-01-30 11:37:55,600 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2022-01-30 11:37:55,806 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:2e3db814cba4-36811-1643542675617-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2022-01-30 11:37:55,828 | INFO  | Listening for connections at: tcp://2e3db814cba4:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-01-30 11:37:55,830 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2022-01-30 11:37:55,834 | INFO  | Listening for connections at: amqp://2e3db814cba4:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-01-30 11:37:55,836 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2022-01-30 11:37:55,842 | INFO  | Listening for connections at: stomp://2e3db814cba4:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-01-30 11:37:55,844 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2022-01-30 11:37:55,849 | INFO  | Listening for connections at: mqtt://2e3db814cba4:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2022-01-30 11:37:55,851 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2022-01-30 11:37:55,858 | INFO  | Starting Jetty server | org.apache.activemq.transport.WebTransportServerSupport | main
2022-01-30 11:37:55,904 | INFO  | Creating Jetty connector | org.apache.activemq.transport.WebTransportServerSupport | main
2022-01-30 11:37:55,980 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7aaca91a{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2022-01-30 11:37:56,027 | INFO  | Listening for connections at ws://2e3db814cba4:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2022-01-30 11:37:56,028 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2022-01-30 11:37:56,030 | INFO  | Apache ActiveMQ 5.15.9 (localhost, ID:2e3db814cba4-36811-1643542675617-0:1) started | org.apache.activemq.broker.BrokerService | main
2022-01-30 11:37:56,031 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2022-01-30 11:37:56,612 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2022-01-30 11:37:56,720 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2022-01-30 11:37:56,720 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2022-01-30 11:37:56,766 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2022-01-30 11:37:56,917 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2022-01-30 11:37:56,961 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2022-01-30 12:04:21,330 | WARN  | Transport Connection to: tcp://172.20.0.1:60164 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.1:60164@5672
2022-01-30 12:04:33,370 | WARN  | Transport Connection to: tcp://172.20.0.1:60166 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.1:60166@5672
2022-01-30 12:04:42,118 | INFO  | Connector vm://localhost started | org.apache.activemq.broker.TransportConnector | qtp1195942137-40
2022-01-30 12:14:35,946 | WARN  | Transport Connection to: tcp://172.20.0.1:60178 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.1:60178@5672
2022-01-30 12:14:40,558 | WARN  | Transport Connection to: tcp://172.20.0.1:60180 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///172.20.0.1:60180@5672
